date,PFE,NKE,C,TM,BIIB,AZN
20130625,0.010105,0.007339,0.034331,0.006522,-0.006535,0.000212
20130626,0.00393,0.024176,0.012979,0.006565,0.046598,0.013339
20130627,0.002847,0.007599,0.014073,0.031171,0.001823,0.002716
20130628,-0.006033,0.021823,-0.006421,-0.008871,0.030602,-0.014378
20130701,-0.008211,-0.0212,0.005837,0.019559,0.01243,0.012051
20130702,-0.00288,0.004653,-0.002073,0.011787,-0.005623,0.000836
20130703,-0.001805,0.003833,-0.009969,0.000402,0.003923,-0.000626
20130705,0.011573,0.012409,0.018041,0.006023,0.01908,0.003342
20130708,0.00572,0.001257,0.0204,-0.002954,-0.016152,0.01249
20130709,0.007821,0.003296,0.013934,0.010408,0.005448,-0.001645
20130710,0.003175,-0.005162,-0.011551,0.004517,0.002016,0.007825
20130711,0.011603,0.001887,0.008261,0.019878,0.016386,0.010421
20130712,0.00139,-0.000785,0.015388,0.003094,0.013614,0.002629
20130715,-0.000694,-0.005026,0.019681,-0.000386,-0.00888,-0.002017
20130716,-0.003821,-0.01026,0.000386,-0.005631,-0.006597,0.005053
20130717,0,0.010048,-0.000772,0.014972,0.010096,0.002815
20130718,-0.006625,-0.000158,0.017378,-0.000306,-0.008796,0.00762
20130719,0.02106,0.000474,-0.006453,-0.003364,0.032046,-0.004975
20130722,0.008938,-0.000947,0.012416,-0.00046,0.00608,0.0102
20130723,0.002385,-0.00158,-0.002264,-0.006293,-0.038913,0.006929
20130724,-0.004759,-0.008862,-0.013048,-0.008109,0.017763,-0.006095
20130725,-0.003074,-0.002235,0.009006,-0.006852,0.003839,0.003759
20130726,0.006167,0.00064,-0.008545,-0.023991,-0.018683,-0.003745
20130729,0.005788,0.002879,-0.010917,-0.034059,-0.032567,0
20130730,0.004401,0.002232,0.002711,0.019459,0.004492,-0.003956
20130731,-0.006741,0.001114,0.006953,-0.005628,0.005532,0.007349
20130801,-0.004105,0.048474,0.014001,0.035603,0.009485,0.001774
20130802,0.008932,0.005002,0.002648,0.064084,0.034337,0.007479
20130805,-0.006129,0.001508,-0.002453,-0.035882,-0.000834,-0.011526
20130806,0.005139,0.002108,-0.026291,0.001467,-0.025267,-0.001581
20130807,-0.002727,-0.013676,0.000389,-0.0165,-0.018303,-0.008116
20130808,-0.004443,0.0064,0.005437,0.003685,-0.003995,0.007184
20130809,0.002746,0.003936,-0.008884,-0.003593,-0.020932,0.005548
20130812,-0.000685,0.003016,-0.008184,0.005879,-0.025712,0.004926
20130813,0.002741,-0.010525,0.017092,0.014651,0.021074,0.008039
20130814,-0.0082,-0.022185,-0.003477,-0.007143,0.001278,-0.005446
20130815,-0.007923,-0.013364,-0.01415,-0.014079,-0.023591,-0.010352
20130816,-0.014931,0.00252,-0.010028,0.01122,0.001743,0.005633
20130819,0.003172,0.016654,-0.020258,-0.005276,-0.000097,-0.003001
20130820,0.00246,-0.001236,0.01196,-0.011154,-0.001547,0.009631
20130821,-0.010165,-0.007736,-0.015224,-0.030843,0.007407,-0.007552
20130822,-0.002833,0.011383,0.015256,0.015546,0.01634,0.010012
20130823,0.006392,-0.010022,-0.001603,0.017953,-0.000473,0.00456
20130826,-0.011291,-0.004516,-0.004616,-0.01433,0.004542,-0.003947
20130827,-0.000892,-0.017365,-0.027419,-0.009186,-0.022087,-0.00535
20130828,0.00768,0.008916,0.001451,-0.001048,0.009921,-0.000996
20130829,-0.003899,0.00505,0.003312,-0.000161,0.021077,-0.01017
20130830,0.003915,-0.010397,-0.002888,-0.025022,-0.005184,-0.008662
20130903,-0.00709,0.0234,0.021519,0.029059,0.04117,-0.00508
20130904,0.012853,0.013066,0.004659,0.012389,0.039655,0.010212
20130905,-0.003525,0.003838,0.005242,-0.001589,-0.012512,-0.006672
20130906,0.000354,-0.006118,-0.012836,-0.000716,-0.011067,-0.005089
20130909,0.000707,0.006463,0.017676,0.009956,0.016334,0.006342
20130910,0.0053,0.021713,0.019964,0.004574,-0.000717,0.007725
20130911,0.007733,0.011523,-0.007046,0.001413,0.033127,0.018963
20130912,-0.012557,0.00725,-0.009265,-0.012935,-0.009142,0.001188
20130913,0.007065,-0.002497,0.004576,0.007069,0.002563,0.001582
20130916,0.007015,0.004123,0.010101,0.007492,0.020706,0.013031
20130917,-0.002438,0.001906,0.003922,-0.007593,0.002004,-0.00078
20130918,0.013967,0.016979,0.019727,0.032734,0.026228,0.015799
20130919,-0.006887,0.000288,-0.00498,-0.005575,0.006633,-0.004992
20130920,0.004508,-0.00187,-0.014244,-0.00576,0.000605,0.002509
20130923,-0.005868,-0.005622,-0.032025,0.002549,-0.021989,-0.005197
20130924,-0.003125,0.006524,-0.012306,0.00601,0.003569,-0.001935
20130925,-0.007663,-0.007346,0.006127,0.004312,-0.008327,-0.001551
20130926,0.001053,0.020604,-0.006699,0.016403,0.006368,0.009709
20130927,0.012623,0.046915,-0.000818,-0.013032,0.007282,-0.004423
20130930,-0.005367,-0.01358,-0.007773,-0.01712,-0.016584,0.003091
20131001,0.005744,-0.003029,0.001855,-0.005546,0.017279,-0.000193
20131002,0.004154,-0.007318,0.002263,0.00267,0.005349,0.003852
20131003,-0.008273,-0.003478,-0.006364,0.000705,-0.050319,-0.004988
20131004,0.007994,0.006979,0.015289,0.002035,0.027626,-0.010413
20131007,-0.013103,-0.01109,-0.019536,-0.020858,-0.015439,-0.001364
20131008,-0.013277,-0.014858,-0.010585,-0.013244,-0.046879,-0.014634
20131009,0.001771,0.00868,0.005874,0.035657,-0.007313,-0.015446
20131010,0.016967,0.035971,0.027529,0.022718,0.046102,0.013274
20131011,-0.001738,0.000272,-0.001015,0.004962,0.00269,0.011512
20131014,0.021936,0.008168,0.00772,-0.006836,0.017206,0.005495
20131015,-0.006474,-0.004726,-0.014919,-0.008719,-0.009923,-0.011905
20131016,0.021948,0.010989,0.040524,0.004861,0.019918,-0.002765
20131017,0.015436,0.000268,0.005507,-0.001075,0.02455,0.015052
20131018,0.008262,0.018648,0.000587,-0.004458,-0.008891,-0.002537
20131021,-0.003605,0.002107,-0.002346,-0.001081,-0.007489,0.003912
20131022,0.009211,-0.001708,-0.005291,0.01028,0.030979,0.011107
20131023,-0.002608,-0.005266,-0.011229,-0.01117,0.002075,0.003854
20131024,0.000327,-0.000662,-0.000797,0.00441,-0.007566,-0.002112
20131025,0,0.002516,-0.001795,-0.008704,0.012198,0.014621
20131028,0.004247,-0.00251,0.001798,-0.002487,0.008602,0.013652
20131029,0.016591,0.005297,0.001396,0.004518,-0.000157,-0.002993
20131030,-0.01024,0.002898,-0.006571,0.009694,-0.021384,0.005066
20131031,-0.007921,-0.00486,-0.022049,-0.005991,-0.01912,-0.013254
20131101,0.015806,0.00396,-0.00082,0.002627,-0.004464,-0.003216
20131104,0.002887,0.004076,-0.002257,-0.001002,-0.012464,0.000759
20131105,-0.00064,0.010868,-0.005141,-0.008023,0.01662,0.004931
20131106,-0.00096,-0.005699,0.004961,0.004744,-0.022871,0.00151
20131107,-0.001937,-0.013809,-0.005553,-0.025387,-0.03056,-0.009422
20131108,0.013264,0.018758,0.032885,0.011515,0.02379,0.000571
20131111,-0.002554,0.000519,0.004606,-0.005496,-0.008027,-0.003992
20131112,0.004481,-0.003758,-0.012956,0.004974,0.003535,0
20131113,0.015615,0.012749,0.009491,0.002828,0.002037,0.005154
20131114,0.004079,0.010148,0.004401,-0.00141,0.006269,0.006267
20131115,0.00625,0.007375,0.003784,0.003922,0.03161,0.005284
20131118,-0.005901,-0.008079,0.007738,-0.002579,-0.015586,-0.00169
20131119,-0.010934,-0.009799,0.007482,-0.011046,0.017366,0.004137
20131120,0.008212,0.000386,-0.007817,-0.001505,0.002689,-0.001685
20131121,0.001566,0.003212,0.018909,-0.003491,0.025638,0.030951
20131122,0.004692,0.009989,0.013145,0.005573,0.131466,0.018559
20131125,0.000623,0.003296,0.016791,-0.005621,0.035936,-0.012504
20131126,-0.007778,0.00594,-0.005254,-0.005334,-0.022577,0.001809
20131127,-0.000314,-0.003392,0.000755,0.002241,0.01601,0.002709
20131129,-0.004705,-0.002395,-0.002451,-0.001278,-0.009733,0.029894
20131202,0.003152,-0.000632,-0.005669,-0.007597,0.0133,0.002098
20131203,-0.019164,0.000506,-0.009312,-0.003948,-0.024013,0.000698
20131204,0.001602,-0.003918,-0.001726,-0.004045,-0.006742,-0.010811
20131205,-0.00064,0.001649,-0.018832,-0.012265,-0.003149,-0.00899
20131206,0.00928,0.011526,0.008421,0.009375,0.020988,0.016008
20131209,0.001268,-0.001002,0.012041,-0.002526,-0.016226,-0.006828
20131210,-0.0076,-0.007019,-0.0071,-0.005963,-0.00332,0.000529
20131211,-0.022017,-0.030043,-0.019907,-0.011175,-0.025208,-0.008104
20131212,-0.013051,-0.004815,0.003944,0,-0.000611,0.00302
20131213,0,0.00223,0.001179,-0.009307,-0.009177,0.015229
20131216,0,0.000524,-0.001373,-0.004781,-0.006247,0.00471
20131217,-0.003636,0.004186,-0.004126,-0.000169,-0.007639,0.000174
20131218,0.020902,0.023319,0.025054,0.020315,0.033627,0.02135
20131219,-0.00195,-0.003692,-0.00154,-0.01925,-0.012222,0.00102
20131220,-0.014979,-0.011756,0.006361,0.000337,0.022113,-0.009847
20131223,0.003306,-0.002974,0.003831,0.004379,-0.006106,0.004115
20131224,-0.001977,0.007133,0.000382,-0.005534,-0.003409,0.004269
20131226,0.008584,0.006825,-0.001526,0.025967,0.002459,0.005101
20131227,0.002946,-0.000384,-0.001719,0.001561,-0.014822,0.002538
20131230,0.001632,0.007421,-0.006506,-0.004266,0.008659,0.00405
20131231,-0.001955,-0.00127,0.00366,0.004614,0.000007,-0.002185
20140102,-0.00555,-0.005086,0.00307,-0.010581,0.002711,-0.013475
20140103,0.00197,-0.002684,0.021619,-0.000995,-0.010452,0.004951
20140106,0.000983,-0.007689,0.007678,-0.002821,-0.00876,0.00051
20140107,0.006219,0.000775,0.006876,0.002413,-0.005282,-0.006453
20140108,0.006832,-0.005162,0.011628,-0.005064,0.060298,0.000171
20140109,-0.000646,0,0.007115,0.004005,-0.000897,0.014525
20140110,-0.007759,-0.002205,-0.008696,0.003989,0.032994,0.018696
20140113,-0.004888,-0.022621,-0.018275,-0.011671,-0.052253,-0.01422
20140114,0.015062,-0.000133,0.004281,0.000502,0.048648,0.042771
20140115,0.005806,0.003459,0.019277,0.000084,-0.002521,0.012546
20140116,-0.000321,-0.008485,-0.043463,0.003013,-0.009167,0.010167
20140117,-0.002567,-0.018719,-0.006274,-0.005341,0.011837,0.002202
20140121,0.004503,0.004905,-0.008035,0.010655,0.043768,0.019928
20140122,0.001281,-0.00339,0.000964,0.010211,0.000129,0.006
20140123,-0.008315,-0.010476,-0.022736,-0.019147,0.014233,0.006576
20140124,-0.029668,-0.014849,-0.027405,-0.012399,-0.036068,-0.024461
20140127,-0.01429,0.003489,-0.010541,-0.007211,-0.018841,-0.008254
20140128,0.025624,0.011266,0.016185,0.006836,0.026084,0.006438
20140129,-0.010191,-0.012928,-0.030645,-0.005347,-0.000622,-0.00983
20140130,0.02358,0.030236,0.004784,-0.000341,0.04197,0.00914
20140131,-0.013628,-0.014742,-0.018012,-0.020485,-0.01772,-0.008432
20140203,0.006579,-0.027042,-0.022981,-0.017515,-0.039182,-0.011968
20140204,0.027451,-0.00522,0.009495,-0.002306,0.025933,0.003825
20140205,-0.016858,0.001276,0.005986,0.02818,-0.02677,0.008257
20140206,0.006199,0.01289,0.025287,0.002594,0.003601,-0.014173
20140207,0.012322,0.016501,0.022591,0.012246,0.048271,0.01853
20140210,0.008008,-0.000275,-0.000405,-0.002897,0.007669,0.010195
20140211,0.013028,0.018027,0.006894,0.007433,0.00585,0.016302
20140212,-0.008469,0.001757,0.006041,-0.002968,0.010068,0.012832
20140213,0.002847,0.010255,-0.002002,-0.011994,0.017273,0.018552
20140214,0.007571,0.002671,-0.006819,-0.008437,-0.001004,-0.001925
20140218,-0.001879,0.001865,-0.002827,0.009638,0.020378,0.011128
20140219,-0.012547,-0.005185,-0.024099,-0.009116,-0.019494,-0.006897
20140220,0.002224,0.010158,-0.001245,0.000955,0.020277,0.01277
20140221,-0.002853,0.011908,0.002701,0.008757,0.035809,-0.00015
20140224,0.016847,0.017782,0.014919,-0.001461,-0.004264,0.021618
20140225,-0.003126,0.003469,-0.011842,0.002582,0.001938,-0.003821
20140226,0.003136,0.003969,-0.001653,-0.007641,-0.008923,0.000148
20140227,0.007502,-0.00204,0.007657,0.003807,0.001894,0.008554
20140228,-0.003723,0.003589,-0.001232,-0.006206,-0.009248,-0.009067
20140303,-0.004049,-0.011622,-0.020975,-0.014744,-0.006751,-0.012692
20140304,0.022201,0.015894,0.025625,0.014173,0.014097,0.016293
20140305,0.001835,-0.015263,0.012083,-0.016926,-0.012094,-0.008089
20140306,-0.008855,0.010333,0.005868,0.012273,0.004985,-0.008897
20140307,-0.000924,0.015853,-0.001811,-0.006018,-0.035047,0.001496
20140310,-0.001233,-0.006041,-0.001008,-0.005441,0.028137,-0.004482
20140311,0.000926,-0.002279,-0.022998,-0.007764,-0.005947,0.00105
20140312,-0.013572,0.002157,-0.009292,-0.010315,0.010596,-0.0006
20140313,-0.026892,-0.005572,-0.013547,-0.009793,-0.022088,-0.020999
20140314,0.003535,-0.002674,-0.009508,-0.013157,0.001325,0.00046
20140317,0.006084,0.008427,0.018131,0.017562,0.03943,0.009188
20140318,0.016232,0.008356,0.00859,-0.00759,0.018345,0.004097
20140319,-0.00689,-0.006153,0.016618,-0.010471,-0.005484,-0.006347
20140320,0.006307,0.001516,0.026155,-0.009845,-0.008485,-0.013688
20140321,0.008461,-0.051217,-0.002788,-0.00223,-0.082152,-0.010948
20140324,-0.021442,-0.004654,-0.000599,0.005309,-0.018617,-0.003586
20140325,0.01048,-0.016163,0.004995,0.004817,-0.002623,0.012048
20140326,0.011314,-0.005838,-0.002783,0.037116,-0.018763,-0.004638
20140327,-0.002486,0.001366,-0.054027,0.0095,0.012519,0.009164
20140328,-0.006854,0.003001,-0.004215,0.011203,-0.050491,0.00354
20140331,0.007528,0.004351,0.007407,0.00062,0.03995,-0.004908
20140401,-0.005293,0.007176,0.004202,0.002834,0.012816,0.007707
20140402,0.010642,0.002016,0.009205,0.001943,-0.000291,0.004742
20140403,0.003407,-0.007379,-0.011609,-0.005113,-0.025315,-0.009895
20140404,-0.007407,-0.015543,-0.011955,-0.014177,-0.045021,-0.009533
20140407,-0.029851,-0.027595,-0.011887,0.001168,0.020537,-0.005743
20140408,-0.010577,0.029507,0.001074,-0.020558,-0.028111,-0.008587
20140409,0.011662,0.008777,0.012017,-0.012557,0.051623,0.015118
20140410,-0.019853,-0.01509,-0.01972,-0.040286,-0.044333,-0.012721
20140411,-0.024502,-0.016563,-0.011897,0.014508,-0.046459,-0.016342
20140414,0.000335,0.01586,0.043564,0.023167,0.020146,-0.002396
20140415,0.00067,-0.001382,0.013426,-0.004286,0.021358,0.001121
20140416,0.006691,0.011345,-0.002691,0.015066,0.020982,0.016155
20140417,0.005317,0.012722,0.00083,-0.004149,-0.003225,-0.00063
20140421,0.020165,-0.001756,-0.007881,0.00574,0.025607,0.08836
20140422,0.004537,0.006089,0.003763,-0.002025,0.027586,-0.032417
20140423,-0.002581,-0.003362,0.007913,-0.00249,0.001796,0.01376
20140424,-0.006792,-0.009582,-0.001446,-0.010264,-0.038826,0.018147
20140425,0.001303,-0.009402,-0.012001,-0.005138,-0.030627,-0.005072
20140428,0.041951,-0.014168,-0.009424,0.005447,-0.009412,0.121614
20140429,-0.008739,0.011302,0.018182,0.004016,0.027268,0.001299
20140430,-0.015113,0.006484,-0.005191,0.008558,-0.012791,0.025159
20140501,-0.004156,-0.000411,-0.002922,0.012083,-0.001289,0.025806
20140502,-0.012841,0.00096,-0.000628,0.001823,-0.01653,-0.000863
20140505,-0.025691,0.00411,-0.011523,-0.004457,0.028545,-0.014194
20140506,-0.01769,-0.01419,-0.01738,-0.00402,-0.014204,-0.00939
20140507,-0.005097,-0.000969,0.007334,0.000275,-0.006785,-0.010111
20140508,0.005169,0.012053,0.009422,-0.008071,-0.003662,0.005363
20140509,-0.004799,0.005476,-0.003182,0.006657,0.013041,-0.01905
20140512,0.003445,0.016065,0.005959,0.003123,0.048456,0.008156
20140513,0.002403,-0.000536,0.003173,0.01987,-0.015605,0.006293
20140514,-0.003425,-0.013541,-0.006326,-0.008529,0.002197,-0.000893
20140515,-0.001375,-0.008698,-0.012733,-0.008422,-0.023508,0.028484
20140516,0.002065,0.01371,-0.00172,0.001005,0.006182,-0.002981
20140519,0.005495,0.007438,0.007106,-0.009123,-0.001957,-0.12008
20140520,-0.001025,-0.016512,-0.004704,-0.008655,-0.003302,0.022084
20140521,0.01094,0.012967,0.006445,0.003622,0.019204,0.02036
20140522,0.003044,0.009028,0.00619,0.013233,0.014677,-0.020497
20140523,-0.005732,0.012954,0.003182,0.00137,0.000067,0.001663
20140527,0.004069,0.01002,0.005921,0.004287,0.033566,-0.003182
20140528,0,-0.004438,-0.005255,-0.001816,-0.003099,-0.012353
20140529,-0.000338,0.004589,-0.000845,0.014375,0.03575,0.001827
20140530,0.001013,0.006939,0.006134,0.01453,-0.001501,0.012765
20140602,0.0027,-0.00247,0.003994,0.007426,-0.003601,0.016205
20140603,-0.004039,-0.01525,0.009003,0.008513,-0.004274,-0.008314
20140604,0.00169,0.007677,-0.006433,-0.003829,0.007322,-0.001512
20140605,0.004049,-0.003415,0.015664,0.000961,0.002976,-0.005644
20140606,-0.011425,0.004745,0.006169,0.004887,-0.008059,0.008583
20140609,-0.002379,0.005772,0.013284,-0.000695,0.001921,0.003569
20140610,0.005111,-0.004695,-0.005042,-0.010428,-0.008549,-0.004376
20140611,-0.002373,-0.015332,-0.010541,0.001669,-0.014963,0.019505
20140612,0.00068,-0.004924,-0.011063,0.001754,-0.003025,-0.002425
20140613,0.002716,-0.002006,-0.014087,-0.000175,0.000646,0.002701
20140616,0.002709,-0.000938,0.001051,0.002101,-0.006484,-0.006735
20140617,-0.00439,0.007243,0.003149,0.002009,-0.010326,0.002712
20140618,0.007802,0.014915,0.002929,0.011682,0.01647,0.012307
20140619,-0.004039,-0.007479,-0.00772,0.014649,0.007004,0.007482
20140620,0.006421,-0.007139,-0.004626,0.003992,0.024393,0.000796
20140623,-0.011081,0.00466,0.015209,-0.008459,-0.019181,-0.014178
20140624,-0.005093,-0.006229,-0.005202,-0.005716,0.002457,-0.010215
20140625,0.017065,0.019872,0.000209,0.007894,0.001687,0.009098
20140626,-0.007047,0.0051,-0.012338,0.001532,0.012295,-0.002422
20140627,0.002704,0.010669,-0.001906,0.010115,-0.001569,-0.000405
20140630,0.000337,-0.001673,-0.000849,0.0069,-0.008864,0.002834
20140701,0.013477,0.005803,0.007643,0.021728,0.029907,0.006594
20140702,0.009641,-0.002692,0.011589,-0.003108,0.019277,0.020187
20140703,0.005268,0.008484,0.004791,-0.001231,0.000453,-0.00878
20140707,-0.00131,0.002549,-0.00539,-0.004682,-0.016518,0.002909
20140708,-0.011151,-0.01246,-0.011672,-0.007098,-0.02484,-0.015687
20140709,-0.003317,0.013133,-0.000843,-0.002161,0.008029,0.004955
20140710,-0.001664,-0.015123,-0.010131,-0.016578,-0.003186,-0.004264
20140711,0.002333,-0.00271,0.002132,0.003981,0.009714,-0.00281
20140714,0.005653,0.008539,0.030213,0.00405,-0.007666,0.004697
20140715,0.005622,0.001026,0.017968,-0.002437,-0.024238,0.002004
20140716,0.018086,-0.014225,0.010753,0.003707,-0.026474,-0.006533
20140717,-0.013243,-0.00507,-0.012846,-0.006462,-0.014651,-0.021202
20140718,0.005892,0.012936,0.007727,0.004393,0.016071,0.021662
20140721,-0.012366,-0.00903,-0.004237,-0.002018,-0.005261,0.006575
20140722,0.004613,0.002864,0.005066,0.004382,0.003868,0.001866
20140723,-0.00328,0.004284,0.011694,0.002098,0.111733,-0.002794
20140724,-0.001645,0.015898,-0.001794,-0.000419,-0.002399,-0.005605
20140725,-0.004944,-0.011196,-0.001198,0.002094,-0.003979,-0.000537
20140728,-0.002981,0.008749,-0.006596,0.007941,0.002802,-0.007922
20140729,-0.012292,-0.003827,-0.005634,0,0.015874,-0.010556
20140730,-0.007064,0.019334,0.011736,-0.004478,0.008164,0.001094
20140731,-0.019139,-0.031152,-0.0216,-0.017078,-0.029403,-0.005465
20140801,0.005575,-0.004538,-0.016561,-0.00339,-0.013637,-0.002748
20140804,-0.003812,0.004949,0.00499,0.004507,-0.009945,0.015154
20140805,-0.011826,-0.00311,-0.009309,0.007704,-0.004042,-0.01737
20140806,-0.004576,0.00286,0.00522,-0.020331,-0.000095,-0.020715
20140807,-0.008487,-0.010241,-0.001662,0.0006,-0.014142,-0.012692
20140808,0.010699,0.009299,0.008115,0.008142,0.010761,-0.021711
20140811,-0.003176,0,-0.001238,-0.007396,-0.011449,0.011973
20140812,-0.006018,-0.004282,0.001033,0.004111,0.014422,-0.001443
20140813,0.00463,0.006777,0.0064,0.005885,0.029788,0.002745
20140814,0.018433,0.000647,0.007795,-0.001611,0.007082,0.002044
20140815,-0.003133,-0.002199,-0.008345,-0.007219,0.016201,-0.001457
20140818,0.006983,0.018411,0.016215,0.002738,0.00622,0.025387
20140819,0.003467,-0.000509,0.003838,-0.002218,0.003598,0.003415
20140820,-0.001728,0.005095,0.002012,-0.010688,-0.009426,0.006807
20140821,-0.002423,0.00038,0.025502,0.000691,-0.011472,0.030845
20140822,0.00347,0.004434,-0.002741,-0.014597,0.003898,-0.001913
20140825,-0.000346,0.009081,0.013744,0.006837,0.00803,0.011499
20140826,0.010377,-0.006624,0.009684,0.001828,0.000846,-0.00203
20140827,0.009586,0.00302,-0.005179,-0.001477,0.001079,-0.002577
20140828,-0.00373,-0.008279,-0.009063,-0.004177,-0.006174,0.009381
20140829,0.00034,-0.003425,0.005059,-0.000961,0.005275,0.023842
20140902,-0.004423,0.009293,0.006002,0.016445,-0.001049,-0.018024
20140903,0.004785,-0.005802,0.005196,-0.002065,0.004202,0.011656
20140904,-0.00102,0.013956,0.004595,0.000776,-0.026996,-0.012449
20140905,0.009533,0.026527,-0.00324,0.00293,-0.012992,0.00228
20140908,-0.008432,0.004388,-0.00478,-0.003007,0.002511,-0.011774
20140909,-0.005782,-0.006796,-0.015178,-0.00879,-0.013522,-0.003791
20140910,0.007184,0.007698,0.01112,0.01278,0.016063,0.015221
20140911,0.006454,-0.007882,0.007717,-0.00103,-0.014966,-0.010174
20140912,-0.00675,0.000244,0.002872,0.006359,-0.011372,-0.008656
20140915,0.01665,-0.00281,-0.001336,0.000427,-0.010112,0.006548
20140916,0.004345,-0.005024,0.000956,0.00367,0.021117,-0.001898
20140917,0.009983,0.003818,0.000573,-0.002041,0.002141,-0.00516
20140918,0.007578,0.005643,0.024241,0.017725,0.007357,0.012285
20140919,-0.005886,-0.001952,-0.003354,-0.00561,-0.002273,0.007551
20140922,-0.007237,-0.013446,-0.008227,0.002105,0.001579,-0.000669
20140923,-0.004308,-0.00731,-0.003771,-0.006386,0.007521,-0.047409
20140924,0.008652,0.008986,0.007948,0.005074,0.042319,0.007451
20140925,-0.010887,-0.013483,-0.024409,0.002383,-0.037251,-0.00935
20140926,-0.008672,0.122257,0.0102,0.006617,0.00042,0.013664
20140929,0.001682,-0.004246,-0.008383,-0.009524,-0.010134,-0.000139
20140930,-0.006718,0.000898,-0.004419,0.000085,0.001969,-0.007088
20141001,-0.014204,-0.016816,-0.013894,-0.007487,-0.022097,-0.012738
20141002,-0.003087,0.018244,0.002935,-0.018603,-0.011314,-0.017723
20141003,0.005506,0.011086,0.020878,0.014675,0.022668,0.008083
20141006,-0.001711,-0.011851,-0.000765,0.004649,-0.006176,0.002005
20141007,-0.013027,-0.01289,-0.019319,-0.007541,-0.028148,-0.013575
20141008,0.020493,0.00863,0.024771,0.003799,0.027444,0.00565
20141009,-0.013274,-0.018012,-0.026646,-0.014967,-0.016636,-0.032699
20141010,0.004829,-0.000459,-0.020141,-0.004803,-0.012688,0.018764
20141013,-0.022657,-0.020645,-0.004191,-0.011407,-0.042521,0.015056
20141014,-0.000351,-0.003513,0.031463,-0.009319,-0.00053,0.005328
20141015,-0.009487,0.001058,-0.034778,-0.013976,0.013628,-0.020054
20141016,-0.017382,0.021836,0.001409,0.00109,-0.00965,-0.012425
20141017,0.004693,0.001608,0.006432,-0.00354,0.013114,0.0037
20141020,0.003593,0.019729,0.009187,0.032061,0.015324,0.002065
20141021,0.012531,0.019573,0.014645,0.000353,0.049324,0.015453
20141022,0.000707,-0.008605,-0.011118,-0.009528,-0.054166,-0.003188
20141023,0.010601,0.005676,0.014004,0.010154,0.022616,0.008287
20141024,0.017832,0.005865,0.007586,0.009699,0.01775,0.011103
20141027,-0.002748,0.008141,-0.004054,-0.001485,-0.005254,0.009127
20141028,0.002067,0.008839,0.016476,0.006647,-0.006094,0.009469
20141029,0.01375,-0.005408,0.004005,0.006169,-0.009339,0.0014
20141030,0.011868,0.011419,0.009687,0.000432,0.018854,0.014959
20141031,0.003686,-0.000323,0.00715,0.047385,0.000249,0.004683
20141103,0.008013,0.005163,-0.001121,0.005356,0.00053,-0.00521
20141104,0.002981,0.00535,-0.005237,-0.021311,0.002521,0.011025
20141105,0.000661,0.00777,0.015604,0.016499,-0.007794,0.001499
20141106,0,-0.000845,-0.000555,-0.012688,0.012267,-0.008439
20141107,-0.003995,-0.008668,-0.004445,-0.00968,-0.008409,0.000412
20141110,0.009358,0.012583,0.002605,-0.005899,0.022198,0.004528
20141111,0.003973,-0.000842,-0.001484,0.009918,-0.010004,0.013523
20141112,0.003298,0.009802,-0.007248,-0.002938,-0.010999,0.000809
20141113,0,0.003236,0.000374,0.008671,-0.00947,0.003636
20141114,-0.00263,-0.00645,-0.001123,0,-0.039468,-0.022541
20141117,-0.000659,0.005864,0.003559,-0.010265,-0.009855,-0.004804
20141118,0.008905,0.004268,0.00448,0.01248,0.010383,0.020414
20141119,-0.004904,0.004976,-0.002788,0.002332,-0.006382,0.018924
20141120,0,0.00361,-0.002609,-0.005235,-0.014855,-0.015521
20141121,0.000329,0.001233,0.002616,0.013114,0.014878,0.004716
20141124,-0.007553,0.00544,0.013791,0.001402,0.010509,-0.006438
20141125,0.008273,-0.006738,-0.001287,0.002882,-0.004369,-0.00567
20141126,0.020676,0.005242,-0.003681,-0.000903,-0.001572,0.003394
20141128,0.001608,0.015235,-0.002956,0.01175,0.009084,0.003518
20141201,0.003531,-0.016114,-0.011488,0.0147,0.002438,-0.003236
20141202,0.009917,0.003583,0.018932,0.013046,0.064291,-0.017855
20141203,0.005702,0.004692,0.015636,0.009007,0.058092,0.016664
20141204,-0.00252,0.005584,-0.000543,0.006969,-0.017735,0.001626
20141205,0.010104,0.002827,0.01631,0.003344,-0.000909,-0.002975
20141208,-0.000625,-0.016209,0.005171,-0.004728,0.009329,-0.008139
20141209,-0.000626,-0.007061,-0.009225,-0.000467,0.010347,-0.014907
20141210,-0.002817,0.006493,-0.024709,-0.022359,-0.011565,0.022213
20141211,-0.006591,-0.004608,0.000734,0.004781,-0.003667,-0.000407
20141212,-0.022117,-0.007841,-0.020363,-0.012293,0.00631,-0.024456
20141215,-0.002908,-0.007695,-0.011423,-0.024008,-0.025226,-0.028691
20141216,-0.006157,-0.023263,-0.030688,0.003209,-0.031775,-0.002581
20141217,0.014672,0.01384,0.025015,0.010497,0.023867,0.009057
20141218,0.027314,0.027302,0.031458,0.012336,0.062513,0.027354
20141219,-0.000938,-0.023074,-0.001664,0.018198,0.019706,-0.005824
20141222,0.004696,0.011493,-0.000926,-0.002913,-0.023235,0.005579
20141223,-0.019944,0.000417,0.008525,0.000948,-0.046922,-0.026495
20141224,-0.000954,0.003334,0.002205,0,0.015264,0.003705
